Lifetime,Avg_class_frequency_current_month,Age,Contract_period,Month_to_end_contract,Churn
1,3.846316286357459,34,1,1.0,0
1,1.1470846502069976,29,12,12.0,1
2,2.932441595726681,27,6,6.0,0
12,2.047149467775729,34,6,6.0,0
0,0.0,28,6,6.0,1
2,3.0948596817997887,25,12,12.0,0
2,3.0039372379542617,31,6,6.0,0
6,0.0067318077542071,31,6,5.0,0
0,0.7087582205051071,32,1,1.0,1
1,0.0,29,1,1.0,1
3,2.432461735431392,31,12,12.0,0
2,3.7032229174383895,28,1,1.0,0
5,0.2884503048820689,26,12,12.0,0
5,2.66454002168563,34,1,1.0,0
1,1.4396342734983572,26,1,1.0,1
12,3.3417801704179326,25,1,1.0,0
1,0.7333466343264258,30,1,1.0,0
2,3.0808041062493814,30,12,9.0,0
8,5.024720933352363,29,6,6.0,0
5,2.6535911546001048,30,12,12.0,0
2,1.881833884130616,28,6,6.0,0
10,2.4385498857206667,37,12,11.0,0
2,2.8079761713251163,31,12,12.0,0
1,1.5897253382115355,28,12,12.0,0
5,3.3248972315889835,28,6,6.0,0
3,0.8657475904351241,30,1,1.0,0
5,1.9416626659069744,27,1,1.0,0
1,1.1202849447914047,23,1,1.0,1
11,3.045319378852468,30,1,1.0,0
0,0.5527022987052969,25,1,1.0,1
2,0.2029792708239265,31,6,3.0,0
0,1.9772811626470967,31,1,1.0,0
2,0.5738182854553214,28,1,1.0,1
11,0.5659106205423078,33,12,12.0,0
2,2.280748212992729,31,12,12.0,0
0,0.4058922870960691,29,1,1.0,1
1,1.961646423680052,29,6,6.0,0
0,3.05746517729486,32,12,11.0,0
2,1.7692226648456817,30,1,1.0,0
8,2.13132101648987,24,1,1.0,0
5,0.4899528853596908,27,1,1.0,0
0,1.1166726789970132,22,1,1.0,1
6,1.4466485541789644,31,1,1.0,0
0,2.701548187848575,23,1,1.0,1
2,0.0,30,6,4.0,0
1,1.4612251464449766,32,1,1.0,0
5,4.119854924774223,33,6,6.0,0
2,0.762919844798111,33,1,1.0,0
1,2.008081037988393,28,1,1.0,1
5,3.1686399303905137,31,12,10.0,0
1,2.244290540347959,22,1,1.0,1
1,1.4577457238844889,31,1,1.0,0
2,0.3658752226727858,25,1,1.0,1
0,1.492952416192538,25,1,1.0,1
1,0.4465616442972493,25,1,1.0,0
3,3.673441915125361,36,1,1.0,0
2,0.9555258294044652,25,12,12.0,0
9,1.3419905087437696,31,12,12.0,0
10,3.0151753064164084,30,6,6.0,0
7,3.6944816935643807,32,1,1.0,0
0,0.0,29,1,1.0,1
3,1.0711848399727144,34,12,11.0,0
1,0.3236021314101453,33,6,6.0,0
10,0.9593346484596834,30,12,8.0,0
1,1.2288185143178527,29,1,1.0,1
3,1.6882940022820083,29,6,6.0,0
2,2.9186271701432496,36,6,6.0,0
5,0.8316864432861727,27,12,10.0,0
10,3.6469869238531727,30,12,12.0,0
2,1.7609313381803708,34,12,11.0,0
0,0.0,27,1,1.0,1
2,2.033183112007376,25,12,12.0,0
3,2.9194129052203945,35,12,11.0,0
1,0.1592912316532215,33,12,12.0,0
9,1.6600968197367982,34,1,1.0,0
1,3.125543588115009,28,6,6.0,0
4,2.1794234999360658,34,1,1.0,0
0,0.8726920068794659,21,1,1.0,1
2,3.5781444319821345,33,1,1.0,0
3,1.095347855752134,28,12,11.0,0
4,0.0394822931461452,28,1,1.0,0
2,2.7843061836500085,30,12,12.0,0
0,2.9317328556105906,26,1,1.0,1
1,2.180065628760812,32,12,12.0,0
0,2.6448402432891167,23,1,1.0,1
1,1.707497645437032,27,1,1.0,1
2,0.99820593877802,28,12,12.0,0
1,2.72003469892956,21,6,6.0,1
1,1.2550705772694506,26,6,2.0,0
4,1.3999399472588925,31,1,1.0,0
1,2.4121050770188845,31,12,11.0,0
0,1.7795107824140184,29,1,1.0,1
1,1.905486810807972,26,1,1.0,1
12,2.8685849547070923,25,1,1.0,0
3,2.9803000650940463,36,1,1.0,0
0,1.481934797967725,30,1,1.0,1
2,1.6276333021436291,25,1,1.0,1
2,0.3361078997569328,29,6,3.0,0
3,0.7687617020894789,29,1,1.0,0
13,3.372001923695922,27,1,1.0,0
1,2.944011414458372,33,1,1.0,0
1,1.2808399469647935,26,1,1.0,1
1,3.266822216515134,33,12,12.0,0
0,1.3613347368668611,32,1,1.0,1
2,1.5973286041353756,30,1,1.0,1
12,1.2666478881028431,27,1,1.0,0
5,2.6804027337584646,30,12,12.0,0
2,2.36844631660273,30,12,12.0,0
0,2.23333864784658,33,1,1.0,1
0,0.0,30,1,1.0,1
1,0.0812464807752122,31,6,6.0,0
1,2.301610958666575,28,6,6.0,1
1,3.96378221704448,29,6,6.0,0
3,2.3352719553664576,29,12,11.0,0
10,3.2056863310751527,28,1,1.0,0
9,2.353763596255953,35,6,6.0,0
2,2.3239583992673287,36,12,12.0,0
4,0.9472708747130264,33,1,1.0,0
1,0.3528751605271427,25,6,6.0,1
1,1.6263467002844088,25,6,6.0,1
2,0.4000427152065681,20,1,1.0,0
6,1.4748532819594276,29,12,12.0,0
2,1.701676192176332,35,6,6.0,0
1,2.2537431701670942,27,12,9.0,0
2,1.3367003857315158,27,12,12.0,0
1,2.289283201635549,28,1,1.0,1
2,1.2196893237399349,30,1,1.0,0
2,0.5930365318307258,27,12,10.0,0
2,2.0066476971815144,25,1,1.0,1
1,0.5211574631612929,27,1,1.0,1
1,1.7459287916500985,24,1,1.0,1
1,2.4844671916377186,30,1,1.0,0
1,1.3999455963270482,27,1,1.0,1
2,0.6714501935487762,25,1,1.0,1
4,0.0,31,1,1.0,1
0,2.3326125564676423,31,1,1.0,1
11,2.5547178164073245,31,6,6.0,0
4,2.48241093971496,34,1,1.0,0
0,2.0768793795481097,31,12,12.0,0
7,2.9989398015426345,31,12,12.0,0
12,2.0039798357962666,31,1,1.0,0
1,0.8079228315276129,32,6,6.0,0
1,0.912536042059152,25,1,1.0,1
14,1.7060988875021212,29,1,1.0,0
4,2.644154230034509,31,12,9.0,0
1,2.2966443055750174,29,1,1.0,1
3,2.3858473361616364,27,12,11.0,0
3,1.8273831485751464,25,6,6.0,0
1,0.7424297662291456,32,6,6.0,0
1,1.9832295707012269,33,1,1.0,0
12,2.8452731807091487,25,12,9.0,0
7,2.377754544719246,32,1,1.0,0
1,0.0,24,1,1.0,1
1,1.9642966177177936,32,1,1.0,0
2,1.5308760913577548,29,1,1.0,1
1,1.302034707711144,25,1,1.0,1
3,1.9438489674426065,28,12,9.0,0
17,0.0072311580663246,27,1,1.0,0
3,1.6618963654661998,31,6,6.0,0
1,3.3746650946257457,29,1,1.0,0
2,1.396507003276075,26,1,1.0,1
2,2.5042737240898902,29,1,1.0,0
3,1.4291650479649167,33,1,1.0,0
2,2.6556505443154106,29,1,1.0,1
2,0.1607547152319364,26,1,1.0,1
3,2.205214412326248,26,1,1.0,0
0,1.478772881116264,24,1,1.0,1
6,2.5592492118725554,34,12,12.0,0
4,1.5242190499965802,31,1,1.0,0
1,1.6723680291701988,29,12,12.0,0
4,1.125771290028106,28,6,6.0,0
3,1.0968882694001256,31,1,1.0,0
1,1.3396836195117363,33,1,1.0,0
2,3.0383922500118103,29,1,1.0,0
7,2.743787090821331,30,6,5.0,0
3,2.4631894728913286,28,12,11.0,0
1,2.7652467800145133,24,1,1.0,0
1,0.7087392762213696,31,1,1.0,1
1,2.320693572281073,31,12,12.0,0
0,0.0,28,1,1.0,1
1,2.1730606545025286,30,1,1.0,0
1,0.0,23,1,1.0,1
6,2.19495932750472,25,6,5.0,0
4,3.3918531715752978,33,1,1.0,0
3,1.6488681102042793,28,1,1.0,1
1,2.625267914805991,30,12,12.0,0
14,1.0228579387236485,28,12,12.0,0
6,2.6080572218474325,29,1,1.0,0
2,2.4509720406868434,31,1,1.0,0
1,2.099662224144163,30,12,11.0,0
0,0.3463260302673745,25,1,1.0,1
4,0.3261960206535254,29,6,6.0,0
2,0.0407645072312134,26,1,1.0,0
0,2.4259530030718284,26,1,1.0,1
2,0.0,28,6,6.0,0
5,2.646600086354012,28,1,1.0,0
4,1.15981864626671,27,6,6.0,0
2,1.4764932424964126,30,12,12.0,0
1,1.5317336965826966,23,1,1.0,1
6,0.0,30,1,1.0,0
5,2.549357146080732,28,1,1.0,0
11,4.146970017142508,35,1,1.0,0
2,3.1598812463880668,31,6,6.0,0
6,2.8968013174624936,34,1,1.0,0
5,2.9987624879795622,31,1,1.0,0
8,0.2786450193856619,26,1,1.0,0
6,3.4924326288680394,28,1,1.0,0
4,0.5868404281503887,28,6,6.0,0
4,1.445442536231656,25,6,6.0,0
1,2.0559669454509115,29,6,6.0,0
7,1.6306011238950158,28,12,10.0,0
4,2.14154603196782,25,12,10.0,0
0,0.0,29,1,1.0,1
6,3.63342603358528,29,6,4.0,0
2,0.9466758615089242,31,1,1.0,1
4,2.88072822166314,36,6,6.0,0
12,3.161645073170284,30,12,12.0,0
2,1.0671623050894017,29,1,1.0,1
2,2.782531462710942,30,12,12.0,0
7,2.0116023003922963,36,12,12.0,0
3,1.0829924094582828,31,1,1.0,0
0,1.3864689647952604,27,1,1.0,1
2,1.0846237868340878,33,1,1.0,1
4,2.6432708038068293,38,6,6.0,0
3,1.9582173049997031,27,12,12.0,0
1,1.0172175972028907,21,1,1.0,1
8,1.8376335086299875,34,12,9.0,0
3,2.6895879706191934,26,6,6.0,0
4,2.1001224331599366,31,12,7.0,0
7,0.0617865004304534,32,1,1.0,0
7,1.8078607463380512,28,6,6.0,0
7,0.9334810357139508,29,12,12.0,0
2,0.6127626581461825,28,1,1.0,1
2,2.227053558688,30,1,1.0,0
0,1.7782999592143882,34,6,4.0,1
2,0.0530303516574956,30,6,6.0,0
1,2.4314705568992774,32,1,1.0,0
2,0.1369201995189266,31,12,11.0,0
7,0.8702807068800078,23,12,12.0,0
0,1.4658904977753184,27,1,1.0,1
1,2.955235656334145,27,1,1.0,0
0,2.011962736503057,27,6,5.0,1
6,2.2515508869035425,27,12,9.0,0
6,2.6482531985571023,36,1,1.0,0
1,1.2404070223064796,33,1,1.0,0
5,2.8098102438312327,28,1,1.0,0
0,2.453484480003659,31,6,5.0,0
4,3.261775210131752,33,1,1.0,0
1,1.738733603851281,31,1,1.0,1
1,2.624385893439791,29,1,1.0,0
2,3.0744322409610243,28,1,1.0,0
1,0.3145820263228982,26,6,2.0,1
0,0.6966266752975576,26,6,6.0,1
3,2.1479643033769635,29,6,6.0,0
5,3.2263818982613377,30,1,1.0,0
2,0.7550997925776941,28,6,6.0,0
3,1.9841087371392216,28,1,1.0,0
5,3.3654698428407537,34,6,6.0,0
10,3.1220953657182053,26,12,11.0,0
7,3.71713424254228,25,6,6.0,0
0,2.5392677637344865,32,1,1.0,0
2,2.236970696331936,30,12,12.0,0
1,1.9972076570393424,24,1,1.0,1
19,1.2945748754638602,22,1,1.0,0
1,1.9828843694172549,35,1,1.0,0
2,2.26593957960146,31,12,12.0,0
10,1.825890898194196,25,12,11.0,0
1,0.0,28,1,1.0,1
5,1.769320220389926,30,1,1.0,0
3,1.3235369120710254,28,6,6.0,0
6,2.3223068915218525,29,12,12.0,0
1,2.6098635080579973,28,1,1.0,1
1,3.241357273069468,28,1,1.0,1
1,2.211812569678392,28,6,6.0,0
3,2.208086862928945,27,1,1.0,1
9,2.169468298671794,27,1,1.0,0
1,0.3437079687587969,28,1,1.0,1
1,1.2017512170564708,29,1,1.0,1
0,1.8844677679334545,27,1,1.0,1
0,0.5508812143905537,26,1,1.0,1
4,0.0545917608875756,27,6,6.0,0
3,0.8384499403967942,31,1,1.0,0
1,1.4372189557806687,33,1,1.0,0
7,2.6074300985394188,31,12,11.0,0
1,1.5402689381573382,26,1,1.0,1
1,1.3688846082816255,27,1,1.0,1
1,1.2650821004078656,28,1,1.0,0
1,1.7377727952211417,29,1,1.0,0
0,0.97718771276603,24,1,1.0,1
5,1.9953547610179128,32,6,6.0,0
6,3.155661870422379,32,6,2.0,0
5,2.214722957930091,27,1,1.0,0
5,3.6692050601691504,27,1,1.0,0
5,1.1197872573905914,32,6,6.0,0
4,1.8696691244430288,27,6,6.0,0
4,1.7613581184942633,32,12,11.0,0
8,1.9706300552497027,26,12,10.0,0
5,2.641097503184392,27,1,1.0,0
1,0.6093480449772486,29,1,1.0,1
4,1.3611539648712807,27,1,1.0,0
1,1.8816581652424549,32,12,12.0,0
2,3.249252966856845,33,1,1.0,0
2,0.7112467078543989,24,1,1.0,1
1,3.953155016921954,31,6,6.0,0
8,2.6832492580862004,31,1,1.0,0
5,0.950233882172148,22,6,6.0,1
5,1.2324169977075423,35,1,1.0,0
2,2.3407715954931616,27,1,1.0,0
3,1.1969789477408976,28,6,6.0,0
3,2.7026098105007392,32,6,6.0,0
4,2.4630016702679858,28,6,6.0,0
5,1.3189865379535273,30,1,1.0,0
5,1.0582067905205892,32,6,4.0,0
1,2.157834969155669,34,1,1.0,0
6,1.0082858490735669,28,12,12.0,0
2,1.3049607872517928,32,1,1.0,0
0,2.2947499851563986,29,1,1.0,1
8,1.6178387290684313,28,6,6.0,0
13,2.6222170126878988,29,1,1.0,0
11,2.04669681459107,25,1,1.0,0
5,2.544481017077044,28,6,6.0,0
1,2.9032707546642715,29,1,1.0,0
5,3.3629154964585384,29,6,6.0,0
3,2.9967575106186155,30,6,6.0,0
5,2.7862751358545923,38,1,1.0,0
8,2.8570253103008385,30,1,1.0,0
9,2.7483038864360894,31,6,6.0,0
7,2.7645018567901265,31,12,10.0,0
8,1.36503957278153,34,12,6.0,0
5,1.5211482374336356,34,6,6.0,0
2,1.2466946118271272,29,6,6.0,1
7,1.8889811299974888,29,6,2.0,0
2,2.481223519236996,30,6,6.0,0
9,3.3231712050248103,28,12,12.0,0
3,3.138332436352985,28,1,1.0,0
3,2.4204269412097594,31,12,12.0,0
2,2.039348066593607,32,1,1.0,0
1,0.5621691900196479,24,1,1.0,1
4,0.8713148362326104,26,1,1.0,0
2,1.4342946654057864,25,1,1.0,1
4,1.853020418358924,33,12,12.0,0
1,0.9308306418306844,29,1,1.0,1
1,1.1284200532483466,25,1,1.0,1
5,2.2774351904412504,32,1,1.0,0
1,3.1213211192051205,25,6,5.0,1
19,2.336942237472915,28,12,9.0,0
2,3.189463279706904,29,12,12.0,0
1,1.5809020013086426,27,1,1.0,1
1,1.1982086551720117,29,1,1.0,1
4,0.482753308310815,25,1,1.0,0
6,2.531185530426696,29,12,12.0,0
21,1.3598170473530673,23,12,11.0,0
10,2.9240539363476947,32,12,12.0,0
8,0.2143245895925943,32,12,12.0,0
2,1.3208387857640675,29,1,1.0,0
2,1.4032586997932457,27,1,1.0,0
7,0.7788179399668653,24,12,12.0,0
2,3.5309576045874365,31,1,1.0,0
1,4.025627030971009,30,1,1.0,0
5,2.921701289401171,28,1,1.0,0
15,3.2331557392776964,32,1,1.0,0
4,2.605641417323622,34,1,1.0,0
4,3.3984920439590605,33,12,12.0,0
1,0.0,25,1,1.0,1
5,1.6982453703064568,31,1,1.0,0
0,0.4213374387340162,27,1,1.0,1
1,0.0,28,1,1.0,1
5,3.4931849732566915,27,6,6.0,0
5,2.007758985126228,32,12,12.0,0
4,2.300422886063624,31,12,7.0,0
1,3.1742942195542385,29,12,8.0,0
7,2.3965616192436583,27,12,11.0,0
3,3.158237281064129,33,1,1.0,0
6,3.017834620892338,27,1,1.0,0
3,3.035320410357959,30,6,2.0,0
3,2.878774224056152,30,6,6.0,0
10,1.4591013638279993,32,1,1.0,0
2,0.3019185701453431,25,1,1.0,1
2,0.9604870154524944,28,1,1.0,1
0,1.6617420771398794,29,1,1.0,0
3,2.1167152930253192,22,6,6.0,0
1,1.4179013861806211,28,12,12.0,0
0,2.511934881139163,34,6,6.0,0
2,2.434941356904589,21,1,1.0,0
6,2.2064955204950456,24,6,6.0,0
3,3.456041313007745,35,12,11.0,0
2,1.6977371880137415,26,6,6.0,0
0,0.2496891080314742,27,1,1.0,1
2,3.0339358036482125,23,1,1.0,1
5,1.7436772763816597,30,12,12.0,0
4,1.3688659589534449,34,1,1.0,0
6,2.9871328008335536,24,6,4.0,0
1,0.5248508529918438,28,1,1.0,1
6,1.7216235470768095,33,1,1.0,0
3,2.010454925722684,37,12,12.0,0
0,0.3140977349641405,21,1,1.0,1
7,2.899263032194608,34,12,12.0,0
6,0.8687371380138983,32,1,1.0,0
1,1.0695714831650032,31,1,1.0,1
1,2.977064441236976,35,6,6.0,0
1,0.9710201634830952,28,1,1.0,1
4,4.514109860557057,35,1,1.0,0
5,1.295816921799645,31,1,1.0,0
2,1.732090335683895,37,12,12.0,0
7,2.5657402526983177,29,12,12.0,0
2,3.259372426680544,26,12,12.0,0
15,2.87888296664441,25,1,1.0,0
1,2.8655425579805853,28,1,1.0,0
4,3.2593715781927948,26,1,1.0,0
2,2.85634199615994,27,6,6.0,0
3,0.0,33,1,1.0,1
2,0.5918819521639339,33,6,6.0,0
5,2.110392884810362,26,6,6.0,0
2,0.3077194445416504,31,12,10.0,0
2,0.3718108877006612,28,1,1.0,1
2,1.8525380093722907,26,6,6.0,0
4,1.1903523285040576,29,1,1.0,0
12,1.3051988113546853,34,1,1.0,0
2,2.5301399405370475,33,1,1.0,0
3,2.295619796246039,35,12,12.0,0
13,0.1776911900887659,31,1,1.0,0
2,3.9067775219059664,28,12,10.0,0
1,1.0876347603616514,23,1,1.0,1
1,1.5018735268938317,23,1,1.0,1
10,2.709470776479584,30,1,1.0,0
1,0.2486033260019093,29,6,4.0,1
6,0.9284467027790844,28,12,12.0,0
4,1.8157155415409567,31,12,12.0,0
3,0.9569513697852146,30,1,1.0,0
6,1.6177014901365927,33,12,9.0,0
2,1.9214427775724112,31,12,11.0,0
11,4.729706079023747,35,12,8.0,0
2,6.146782880452392,29,6,6.0,0
4,2.7374002159462543,37,6,6.0,0
2,0.3753181953350964,23,1,1.0,0
2,1.3543365765481112,26,6,6.0,0
8,2.4079138279643644,27,1,1.0,0
1,0.0,24,1,1.0,1
2,0.0,34,12,12.0,0
4,1.5397247436260777,24,12,7.0,0
5,2.041093467793384,31,1,1.0,0
0,0.4814418821159169,27,1,1.0,1
2,2.4272517368491022,29,1,1.0,0
3,2.6370069647681804,34,1,1.0,0
5,2.0685895895052813,36,1,1.0,0
0,2.806008817562486,33,12,9.0,0
3,0.3782040538671221,27,1,1.0,0
12,2.31845743383634,29,1,1.0,0
0,0.0,34,1,1.0,1
8,2.7031861130291444,33,1,1.0,0
1,1.2368115598325096,25,1,1.0,1
2,0.0,29,1,1.0,0
1,0.4742694259459032,26,1,1.0,1
0,1.3714960723553764,21,6,5.0,1
6,1.752409449174224,30,6,6.0,0
6,1.7590833083597843,30,12,12.0,0
5,3.36243932318288,31,1,1.0,0
9,1.2844486938429052,31,1,1.0,0
1,1.5045968377269572,26,1,1.0,1
4,2.37983678071393,34,1,1.0,0
13,1.746064402984786,29,12,11.0,0
9,0.9665349341196006,26,1,1.0,0
3,3.702821226170257,32,1,1.0,0
4,2.754166522443718,30,12,10.0,0
3,1.835331592783012,28,1,1.0,0
1,0.0,29,6,6.0,0
6,1.4878837258060484,30,12,12.0,0
3,0.6327321941484305,25,1,1.0,1
3,0.0,31,6,6.0,0
4,1.273406735978762,28,1,1.0,1
3,1.1870408213096968,32,12,12.0,0
2,0.2013793689900016,29,6,5.0,0
4,1.2308249342801951,30,1,1.0,1
2,1.068449214606536,25,1,1.0,1
0,2.3723301792604268,29,1,1.0,0
1,1.6211021891356314,30,12,11.0,0
3,2.7501103404461857,32,12,11.0,0
2,0.3432381213285066,35,12,11.0,0
3,2.8631626362637617,30,1,1.0,0
3,2.868042772432936,29,1,1.0,0
0,1.5400108663938936,27,1,1.0,0
0,1.0425029017759238,28,1,1.0,1
5,3.818110227463988,36,1,1.0,0
1,0.0,26,1,1.0,1
0,0.95170539838541,28,1,1.0,1
6,0.605373823889181,31,1,1.0,0
6,2.433921249539251,31,1,1.0,0
4,3.7478317967817367,32,6,6.0,0
2,1.5783633994017967,24,1,1.0,0
4,2.056126982941324,25,1,1.0,0
3,3.5252907917531315,26,12,12.0,0
2,1.0589058788860948,30,1,1.0,1
0,0.9914334052528352,26,1,1.0,1
2,1.5920250521774064,33,6,6.0,0
11,1.9513676552017305,31,1,1.0,0
14,0.7816996976983718,29,1,1.0,0
1,2.8436333508669334,27,1,1.0,0
1,1.4832429990502107,33,12,12.0,0
1,3.359519672241344,33,12,12.0,0
1,0.2347055065975077,34,1,1.0,1
2,1.2823667866674804,31,6,6.0,0
3,0.2153024047924675,32,1,1.0,1
5,2.2745728694034746,32,12,11.0,0
4,2.3025028669131165,34,12,11.0,0
13,2.5701250396738087,29,12,8.0,0
5,2.176769611405601,32,12,12.0,0
3,3.3761840027549948,31,1,1.0,0
2,0.0,23,1,1.0,1
11,1.7992636606698589,28,12,11.0,0
0,2.5358202980310027,25,6,6.0,0
1,1.3969897313577382,28,1,1.0,1
3,1.3761069793958474,30,12,12.0,0
1,2.376792560880216,26,1,1.0,0
1,3.950288905240032,31,1,1.0,0
3,1.1848615709919357,31,12,12.0,0
3,1.7792208124491984,30,1,1.0,0
1,1.468765694002002,25,1,1.0,1
4,2.3253666954951404,34,6,6.0,0
6,2.0132652581868755,34,6,6.0,0
23,3.0292756951327187,28,1,1.0,0
0,0.5780561895854373,22,1,1.0,1
1,2.573158715148882,20,1,1.0,0
4,3.112817956184608,29,12,9.0,0
0,0.0,24,1,1.0,1
4,0.7741508177351791,29,1,1.0,0
1,2.5537110041009816,27,1,1.0,0
1,0.8073168613164665,25,1,1.0,1
0,1.0228328383171874,30,1,1.0,1
4,1.658654286400718,35,1,1.0,0
1,0.9361819016379016,27,1,1.0,1
3,0.8119410721503916,31,6,6.0,1
2,0.6454407141065595,30,1,1.0,1
0,0.3277025070086424,32,1,1.0,1
0,1.2578659606346765,24,1,1.0,1
2,2.310855489696817,29,12,8.0,0
4,1.654889683112862,31,1,1.0,0
2,1.0160618249461206,24,1,1.0,1
2,1.3836141929119172,32,1,1.0,0
5,3.7551304155004352,27,1,1.0,0
2,1.7764782711365974,29,12,12.0,0
1,2.7113235560322986,33,6,6.0,0
26,1.3840897646798302,30,12,11.0,0
1,1.831821776271643,29,1,1.0,0
0,1.3816195721925952,27,1,1.0,1
14,3.957143406972048,28,12,4.0,0
2,3.8151899064645742,26,6,6.0,0
1,1.4899994921147166,24,12,11.0,0
2,1.3633300281609189,30,1,1.0,1
7,2.2405352486229413,28,12,12.0,0
7,0.6082267339020121,34,1,1.0,0
1,0.942721860001219,29,1,1.0,1
2,3.504012859888493,28,1,1.0,0
4,1.5820033869381085,25,12,12.0,0
0,0.7607069268358035,26,1,1.0,1
3,4.779962522578057,27,1,1.0,0
1,3.4071510162640744,29,6,6.0,0
1,1.1455670180154751,24,1,1.0,1
4,2.194672720839156,25,12,12.0,0
16,3.128861580710942,31,12,11.0,0
2,1.7528385554059644,28,1,1.0,1
1,1.6268323308060313,26,1,1.0,1
5,4.700163853774422,39,6,6.0,0
5,3.3725382040138623,28,6,6.0,0
1,0.5861962844048629,20,1,1.0,1
0,0.338969142456208,23,1,1.0,1
2,1.067772138388974,28,1,1.0,0
2,1.4226627128765514,30,1,1.0,1
2,0.5640664116076958,29,1,1.0,0
4,2.3619793456394573,30,1,1.0,0
0,1.1315588282223823,25,6,6.0,1
2,1.196067285243264,25,1,1.0,1
4,0.8609900558839125,31,1,1.0,0
3,3.111619704097478,32,1,1.0,0
3,2.559921564097639,31,1,1.0,1
3,2.176055678280251,32,12,11.0,0
1,2.9214411279390533,35,12,6.0,0
1,0.7126960671313297,27,1,1.0,1
1,1.4357205955881904,33,6,6.0,0
2,1.559308967542619,31,6,6.0,0
0,0.828505465034751,24,1,1.0,1
1,1.5918828157762008,29,1,1.0,1
0,1.4698993967685086,25,1,1.0,1
4,0.0,29,6,6.0,1
13,0.6997469933689497,30,1,1.0,0
4,1.6219729131162908,26,1,1.0,0
4,2.595602017042876,31,1,1.0,0
2,2.342146254712799,31,6,5.0,0
4,2.125642812771538,30,1,1.0,0
2,1.2329172366495975,31,1,1.0,0
6,1.5445139244344208,26,1,1.0,0
2,0.3256714518037325,25,1,1.0,1
10,1.9976198172061084,33,6,6.0,0
0,1.3724036392719663,28,1,1.0,1
3,3.1189225286282025,25,1,1.0,0
4,1.7833450306832357,24,1,1.0,1
1,1.3843916970473698,32,1,1.0,0
0,0.7173857597664269,28,1,1.0,1
3,0.5197068488263019,32,12,10.0,0
13,2.9347054417581733,24,12,11.0,0
14,3.610445142471992,28,1,1.0,0
16,1.099388660613719,27,1,1.0,0
3,2.7656484451269816,34,1,1.0,0
0,1.7197078704289772,29,1,1.0,1
4,3.6876543921974014,28,1,1.0,0
9,2.2185181567678045,28,1,1.0,0
3,3.163908941582774,32,1,1.0,0
1,0.9923152655592384,25,1,1.0,1
3,3.040982138507768,29,12,11.0,0
2,1.507730167742554,24,6,6.0,1
1,0.8111281781849424,28,1,1.0,1
2,1.9983183549974144,20,1,1.0,1
8,0.9928766632046948,34,1,1.0,0
1,2.6417215557536537,26,6,4.0,0
0,0.6441342404976969,28,6,5.0,1
1,0.3616455376999138,30,6,6.0,0
4,3.83482808616895,31,1,1.0,0
0,1.215460917307438,23,1,1.0,1
1,1.6340703037202386,29,1,1.0,0
1,2.8037866416792645,26,1,1.0,1
3,2.0236129206304936,26,6,3.0,0
3,1.3712004458181608,29,6,6.0,0
2,0.0,27,6,6.0,1
4,1.017554554073372,30,6,6.0,0
3,2.3031390284746625,26,12,12.0,0
4,1.5221662195019487,32,12,11.0,0
4,3.233859098386608,25,1,1.0,0
